Category,Symptom
IT Support / Desktop Support / Software Issue,VMWare Horizon Client not working.
IT Support / Desktop Support / Laptop / Speaker and Audio,"Speaker is too low, can't hear anything."
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,INSTALL NOTEPAD ++
IT Support / Desktop Support / Software Issue,Return Temporary Asset Allocation Alert !!
IT Support / Desktop Support / O365 Issue / MS Teams Issue,new laptop setup
IT Support / Desktop Support / User Profile / Password Expired,Laptop password has expired.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Docker desktop i not working
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,"Microsoft excel is not working properly. While others can see value, I am seeing as value error."
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / Mouse / Mouse Issue,Mouse not working
IT Support / Desktop Support / Software Issue,Unable to connect to vpn and also need to install python and get it added to environment variable path
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Internet / VPN not connecting,Not able to connect VPN
IT Support / Desktop Support / Software Issue,Scanned image from MX-M565N
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Unable to host teams meeting
IT Support / Desktop Support / Laptop / Bluescreen,System is going into automatic repair
IT Support / Desktop Support / Internet / VPN not connecting,"Every time I am trying to connect with my VPN. I am getting an error ""Credential or SSLVPN configuration is wrong (-7200)."
IT Support / Desktop Support / Software Issue,"I'm unable to connect the FortiClient, recently I have changed my system password. please allow me the FortiClient access."
IT Support / Desktop Support / Software Issue,I need update for my sql bench
IT Support / Desktop Support / Software Issue,DBeaver not connecting to databases
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,"Not able to launch few apps like NPP, Remote Desktop etc."
IT Support / Desktop Support / Software Issue,Not able to connect to azure sql server from dbeaver
IT Support / Desktop Support / Software Issue,Unable to connect to VPN and VDI
IT Support / Desktop Support / Internet / VPN not connecting,Regarding unable to connect to VPN
IT Support / Desktop Support / Software Issue,Plese install python and pycharm on my PC
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Software Issue,Software 14.17.5 node js
IT Support / Desktop Support / Software Issue,sql connection reset
IT Support / Desktop Support / O365 Issue / MS Teams Issue,Account issue
IT Support / Desktop Support / Software Issue,Send 1 gb file to client
IT Support / Desktop Support / Software Issue,VS Code is crashing and unable to open it post software update.
IT Support / Desktop Support / Internet / VPN not connecting,Password need to change unable to login VPN
IT Support / Desktop Support / Internet / VPN not connecting,VPN is Not Connecting
IT Support / Desktop Support / Software Issue,request to install python
IT Support / Desktop Support / Software Issue,Need to update graphics software.
IT Support / Desktop Support / Software Issue,Microsoft One note
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Performance,"Forticlient VPN is unstable. Need to restart every time to reconnect VPN. Sometimes, even though entered token is correct, I am unable to connect."
IT Support / Desktop Support / O365 Issue / MS Teams Issue,microsoft team got locked
IT Support / Desktop Support / Software Issue,authenticator logged while shifting to a new mobile device
IT Support / Desktop Support / Software Issue,Need installation of al-Nahdi Client VPN application
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Password Expired,"Unable to connect to VPN, I think it's because of password expiration."
IT Support / Desktop Support / Software Issue,Access/Reset MS Authenticator App
IT Support / Desktop Support / Laptop / System Performance,The category is incorrect. I've received a new laptop and need to have it set up. Please contact me in EST hour.
IT Support / Desktop Support / Software Issue,ZTNA(Axis Client) an approved application - is not working since morning due to which i am unable to connect to client side
IT Support / Desktop Support / Software Issue,"Was locked out, and was told to contact IT"
IT Support / Desktop Support / User Profile / Account Lockout,Account locks out for my Tredence teammate.
IT Support / Desktop Support / User Profile / Password Expired,Password not Working/Expired
IT Support / Desktop Support / User Profile / Account Lockout,Tredence ID Locked
IT Support / Desktop Support / User Profile / Password Expired,Password Reset
IT Support / Desktop Support / User Profile / Account Lockout,Account is locked need to enable and change password
IT Support / Desktop Support / Software Issue,Install Microsoft One Note
IT Support / Desktop Support / Laptop / System Boot-up,It is taking to much time to login in to the system.it will stuck at point of time and i need to restart the system to continue work.while login in the screen is becoming blur.
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Not able to connect to wifi
IT Support / Desktop Support / User Profile / Account Lockout,Locked out of Tredence account
IT Support / Desktop Support / Software Issue,"This incident is raised for getting the help just to configure the MySQL workbench, As I am not able to connect with it as I have required credentials for it."
IT Support / Desktop Support / User Profile / Account Lockout,In my teammate out look has locked .
IT Support / Desktop Support / Software Issue,vs code not working
IT Support / Desktop Support / Software Issue,need to install different software.
IT Support / Desktop Support / Software Issue,"Not able to connect to Db, not able to authenticate"
IT Support / Desktop Support / Internet / Unable to connect to Wi-Fi,Not able to connect internet
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / User Profile / Account Lockout,Frequent Account Lockout Issues
IT Support / Desktop Support / User Profile / Account Lockout,Account lockout
IT Support / Desktop Support / Laptop / Speaker and Audio,My system speaker/audio (during calls) has been very feeble from last week. Not able to hear properly during calls and meetings.
IT Support / Desktop Support / Internet / VPN not connecting,VPN not connecting
IT Support / Desktop Support / Laptop / System Performance,Laptop is frequently getting hanged after the recent system update because of which not able to work.
IT Support / Desktop Support / O365 Issue / Outlook Issue,"My outlook is fully hanging and updating from yesterday, also outlook is not responding"
IT Support / Desktop Support / Internet / VPN not connecting,VPN Issue
IT Support / Desktop Support / Internet / VPN not connecting,Facing issue while connecting to the VPN.
IT Support / Desktop Support / Laptop / System Performance,Laptop speed issue
IT Support / Desktop Support / Laptop / System Performance,Laptop isn't working properly
IT Support / Desktop Support / Software Issue,ACTION: Help getting logged into system
IT Support / Desktop Support / O365 Issue / Outlook Issue,Unable to access outlook in my desktop.
IT Support / Desktop Support / Software Issue,The Laptop screen is blinking and is blacked out.
IT Support / Desktop Support / User Profile / Account Lockout,Jon Barron locked out of laptop
IT Support / Desktop Support / Laptop / Speaker and Audio,Laptop Speakers not working
IT Support / Desktop Support / Internet / VPN not connecting,VPN Issue
IT Support / Desktop Support / Software Issue,Requesting you to install Android studio in my system
IT Support / Desktop Support / Software Issue,Need to install Android Studio. Please do the needful.
